"full_name","e","q","i","om","w","ad","per_y","class","n_obs_used","A1","A2","A3","DT","spkid","prefix","neo","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","a","ma","n","tp","per","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","rms","A1_sigma","A2_sigma","A3_sigma","DT_sigma"
"   53P/Van Biesbroeck",0.5511,2.426,6.61,148.90,134.26,8.38,12.6,JFc,2920,-1.2e-08,4.5e-09,2.3e-09,-183,1000102,P,,10.0,12.5,9.75,5.,0.03,6.66,,,,,"JPL K162/10",2455790.5,55790,2011-08-17.0,J2000,5.405,225.17,0.07844,2457509.31,4.59e+03,1.42,551,0.00944,2.65,7.4e-08,1.1e-07,4.3e-07,6.7e-06,9.1e-05,9.4e-05,1.6e-05,1.8e-07,2.5e-09,2.6e-04,1.4e-04,.61241,1.2e-09,4.5e-10,4.4e-10,11.7
"   54P/de Vico-Swift-NEAT",0.4259,2.177,6.06,358.81,1.78,5.41,7.38,JFc,242,-1.1e-08,5.1e-10,,,1000019,P,,16.8,,4.5,,,,,,,,"JPL K243/9",2459311.5,59311,2021-04-07.0,J2000,3.792,193.72,0.1335,2460557.28,2.7e+03,1.17,456,0.0964,2.91,7.6e-06,4.5e-05,1.5e-05,4.6e-05,1.1e-04,2.5e-03,3.8e-03,6.4e-05,2.4e-06,7.1e-03,4.8e-02,.624,8.5e-09,4.3e-09,,
"   55P/Tempel-Tuttle",0.9056,0.976,162.49,235.27,172.50,19.70,33.2,HTC,392,1.6e-09,9.2e-11,,,1000095,P,Y,10.0,16.0,25.0,10.0,,3.6,,0.06,,,"JPL J985/69",2451040.5,51040,1998-08-15.0,J2000,10.34,4.98,0.02965,2450872.60,1.21e+04,0.00848,3.3,,-0.637,6.8e-08,5.2e-07,7.3e-07,1.9e-05,1.0e-04,1.5e-04,1.4e-06,9.9e-07,2.2e-09,3.9e-05,9.1e-04,.72806,3.5e-10,2.0e-13,,
"   56P/Slaughter-Burnham",0.5073,2.506,8.15,346.04,44.22,7.67,11.5,JFc,1986,-3.8e-08,2.0e-08,,,1000087,P,,9.3,13.4,14.75,5.,0.03,3.12,,,,,"JPL K162/5",2456516.5,56516,2013-08-12.0,J2000,5.086,267.96,0.08593,2457587.58,4.19e+03,1.52,591,0.0223,2.71,1.6e-07,1.1e-07,7.9e-07,6.5e-06,6.7e-05,9.2e-05,1.8e-05,1.6e-07,2.7e-09,2.1e-04,1.3e-04,.60349,2.1e-09,1.7e-09,,
"   57P/duToit-Neujmin-Delporte",0.4998,1.726,2.85,188.81,115.13,5.17,6.41,JFc,1383,1.2e-08,-5.9e-11,-6.1e-10,,1000023,P,,15.8,,4.5,,,,,,,,"JPL K213/32",2458178.5,58178,2018-03-01.0,J2000,3.45,155.88,0.1538,2457165.02,2.34e+03,0.714,278,0.3,2.92,9.7e-08,8.5e-08,3.7e-07,8.4e-06,1.3e-04,1.4e-04,1.7e-05,1.3e-07,5.7e-09,1.3e-04,8.6e-05,.67239,1.2e-10,4.9e-12,5.6e-11,
"   57P/duToit-Neujmin-Delporte-A",0.4990,1.729,2.84,188.93,115.23,5.17,6.41,JFc,533,1.9e-08,-1.6e-10,-7.5e-10,,1000397,P,,8.5,16.0,26.0,10.0,,,,,,,"JPL K023/3",2452640.5,52640,2003-01-01.0,J2000,3.452,23.64,0.1537,2452486.65,2.34e+03,0.715,278,,2.92,4.5e-07,1.7e-06,2.0e-06,1.9e-05,4.4e-04,6.7e-04,1.3e-04,2.5e-06,1.1e-07,8.3e-04,1.7e-03,.70651,7.1e-10,1.7e-11,1.6e-10,
"   58P/Jackson-Neujmin",0.6626,1.377,13.11,159.08,200.44,6.79,8.25,JFc,141,,,,,1000048,P,,9.1,16.3,26.75,5.,0.03,,,,,,"JPL K201/5",2459043.5,59043,2020-07-13.0,J2000,4.083,5.57,0.1195,2458996.92,3.01e+03,0.381,148,0.282,2.57,1.5e-05,2.0e-04,5.9e-06,3.8e-05,3.1e-04,6.7e-04,5.1e-04,3.2e-04,8.6e-06,9.9e-04,2.2e-01,.71015,,,,
"   59P/Kearns-Kwee",0.4764,2.352,9.34,312.86,127.75,6.63,9.52,JFc,1270,,,,,1000050,P,,10.4,14.7,15.25,5.,0.03,1.58,,,,,"JPL K182/6",2456600.5,56600,2013-11-04.0,J2000,4.491,176.09,0.1036,2454900.12,3.48e+03,1.38,537,0.00636,2.77,2.3e-07,1.4e-07,9.8e-07,8.7e-06,5.8e-05,1.2e-04,3.3e-05,2.1e-07,4.9e-09,3.0e-04,1.6e-04,.68005,,,,
"   60P/Tsuchinshan 2",0.5385,1.620,3.61,267.66,216.49,5.40,6.58,JFc,1406,,,,,1000098,P,,9.3,15.2,25.,5.,0.03,,,,,,"JPL K183/6",2457220.5,57220,2015-07-17.0,J2000,3.51,173.75,0.1499,2456061.39,2.4e+03,0.635,247,0.13,2.86,1.0e-07,5.3e-08,3.5e-07,5.6e-06,1.5e-04,1.7e-04,1.0e-05,8.1e-08,3.4e-09,8.6e-05,5.4e-05,.67976,,,,
"   61P/Shajn-Schaldach",0.4242,2.126,6.00,162.97,221.66,5.26,7.09,JFc,895,-1.9e-08,1.7e-08,-2.9e-09,,1000082,P,,11.9,15.4,13.,5.,0.03,2.4,,,,,"JPL K222/30",2459852.5,59852,2022-09-30.0,J2000,3.692,356.69,0.1389,2459876.32,2.59e+03,1.13,441,0.306,2.93,2.0e-06,1.7e-05,3.2e-06,2.4e-05,1.5e-04,2.1e-04,5.8e-05,2.5e-05,9.8e-07,4.2e-04,1.8e-02,.49057,2.8e-09,1.2e-09,1.9e-09,
"   62P/Tsuchinshan 1",0.5975,1.384,9.71,90.24,30.35,5.49,6.37,JFc,3345,6.3e-09,-4.6e-10,-9.5e-10,,1000097,P,,13.3,16.0,15.,5.,0.03,,,,,,"JPL K234/32",2458046.5,58046,2017-10-20.0,J2000,3.438,355.81,0.1546,2458073.62,2.33e+03,0.41,160,0.198,2.8,6.6e-08,3.1e-07,2.1e-07,5.3e-06,3.1e-05,2.2e-05,4.8e-06,4.9e-07,2.1e-08,2.9e-05,3.1e-04,.71046,2.4e-11,1.3e-12,2.3e-11,
"   63P/Wild 1",0.6509,1.951,19.78,358.00,169.03,9.22,13.2,JFc,1948,3.0e-09,-1.1e-09,,,1000106,P,,6.5,14.3,27.,5.,0.03,2.9,,,,,"JPL 31",2456717.5,56717,2014-03-01.0,J2000,5.588,24.19,0.07462,2456393.33,4.82e+03,0.96,374,1.31,2.41,1.4e-07,2.1e-07,8.3e-07,1.5e-05,2.3e-05,1.3e-04,2.0e-05,3.4e-07,4.1e-09,2.6e-04,2.7e-04,.58205,5.1e-10,1.4e-12,,
"   64P/Swift-Gehrels",0.6873,1.393,8.95,300.00,97.14,7.52,9.41,JFc,3436,,5.1e-10,,,1000090,P,,14.5,,6.,,,3.2,,,,,"JPL K183/9",2458096.5,58096,2017-12-09.0,J2000,4.456,325.43,0.1048,2458426.41,3.44e+03,0.44,171,0.649,2.5,2.4e-08,7.4e-08,1.1e-07,3.0e-06,2.8e-05,4.0e-05,3.9e-06,1.3e-07,2.6e-09,3.2e-05,8.6e-05,.44961,,3.1e-12,,
"   65P/Gunn",0.2500,2.912,9.18,62.02,213.74,4.85,7.65,JFc,2827,-2.7e-08,-1.8e-08,6.3e-10,,1000035,P,,10.0,,9.25,,,10.8,,,,,"JPL K252/26",2458853.5,58853,2020-01-05.0,J2000,3.883,104.25,0.1288,2458044.12,2.79e+03,1.9,740,0.396,2.99,1.1e-07,2.0e-07,5.6e-07,7.0e-06,5.1e-05,6.1e-05,2.7e-05,2.5e-07,9.9e-09,1.7e-04,2.1e-04,.56068,4.5e-09,1.7e-09,2.5e-09,
"   66P/du Toit",0.7866,1.285,18.67,22.00,257.34,10.76,14.8,JFc,547,7.7e-10,-8.9e-11,,,1000021,P,Y,15.7,,7.,,,,,,,,"JPL K184/8",2456961.5,56961,2014-10-31.0,J2000,6.023,273.48,0.06668,2458258.97,5.4e+03,0.438,171,0.864,2.12,1.3e-07,1.2e-07,7.8e-07,1.7e-05,3.1e-05,4.9e-05,4.8e-06,2.1e-07,1.9e-09,5.2e-05,1.6e-04,.70648,1.7e-10,6.2e-13,,
"   67P/Churyumov-Gerasimenko",0.6409,1.243,7.04,50.14,12.80,5.68,6.44,JFc,8608,1.0e-09,-6.7e-11,3.0e-10,45.7,1000012,P,Y,12.9,,7.5,,,3.4,,,12.76129,662.2e-9,"JPL K213/6",2457305.5,57305,2015-10-10.0,J2000,3.462,8.86,0.153,2457247.59,2.35e+03,0.257,100,0.0838,2.75,2.7e-08,1.5e-07,9.9e-08,2.7e-06,2.3e-05,2.3e-05,2.8e-06,2.5e-07,1.0e-08,1.8e-05,1.6e-04,.55105,1.3e-11,2.9e-12,1.1e-11,1.18
"   68P/Klemola",0.6403,1.762,11.18,175.30,153.84,8.04,10.8,JFc,1680,,,,,1000051,P,,11.2,14.1,11.75,5.,0.03,4.4,,,,,"JPL K192/3",2457453.5,57453,2016-03-06.0,J2000,4.899,237.68,0.09089,2458799.32,3.96e+03,0.758,295,0.174,2.52,8.2e-08,5.8e-08,4.0e-07,5.3e-06,6.6e-05,7.2e-05,8.8e-06,9.5e-08,1.6e-09,8.0e-05,7.0e-05,.5726,,,,
"   69P/Taylor",0.4136,2.280,22.04,104.85,343.67,5.50,7.67,JFc,46,,,,,1000092,P,,17.3,,4.5,,,,,,,,"JPL K192/8",2457557.5,57557,2016-06-18.0,J2000,3.889,231.04,0.1285,2458560.98,2.8e+03,1.31,508,0.134,2.8,1.5e-06,1.6e-06,6.9e-06,4.9e-05,1.4e-04,4.8e-04,2.3e-04,2.2e-06,7.7e-08,1.7e-03,1.7e-03,.57162,,,,
"   70P/Kojima",0.4539,2.007,6.60,119.27,1.96,5.34,7.04,JFc,2086,2.0e-10,-7.5e-11,,,1000053,P,,12.2,15.0,11.75,5.,0.03,3,,,,,"JPL 66",2457135.5,57135,2015-04-23.0,J2000,3.675,25.79,0.1399,2456951.18,2.57e+03,1.02,398,0.14,2.9,9.0e-08,3.2e-08,3.3e-07,5.3e-06,2.1e-05,4.3e-05,1.8e-05,4.7e-08,1.8e-09,1.2e-04,3.4e-05,.54678,4.7e-11,9.5e-13,,
"   71P/Clark",0.4945,1.587,9.44,59.44,208.97,4.69,5.56,JFc,1367,2.3e-08,2.0e-10,1.5e-09,30.6,1000014,P,,11.1,14.6,14.25,5.,0.03,1.36,,,,,"JPL K232/38",2458629.5,58629,2019-05-26.0,J2000,3.139,123.11,0.1772,2457934.86,2.03e+03,0.579,225,0.556,2.99,2.0e-07,2.8e-07,6.7e-07,9.4e-06,5.2e-05,8.0e-05,3.3e-05,4.2e-07,2.4e-08,1.2e-04,2.8e-04,.68569,1.6e-10,6.1e-11,5.1e-11,0.44
"   72P/Denning-Fujikawa",0.8205,0.781,9.23,35.44,338.47,7.91,9.06,JFc,66,,1.8e-10,,,1000020,P,Y,17.5,21.4,19.,5.,0.03,,,,,,"JPL K236/7",2457286.5,57286,2015-09-21.0,J2000,4.347,47.38,0.1087,2456850.78,3.31e+03,0.0882,34.3,0.173,2.23,4.4e-07,2.3e-06,2.2e-06,7.3e-05,4.1e-04,3.8e-04,4.3e-05,4.1e-06,8.5e-08,8.7e-05,2.6e-03,.98029,,1.3e-12,,
"   73P/Schwassmann-Wachmann 3",0.6855,0.972,11.24,69.66,199.39,5.21,5.44,JFc,515,4.8e-09,6.9e-10,,,1000394,P,Y,14.3,,8.,,,,,,,,"JPL K222/30",2457800.5,57800,2017-02-16.0,J2000,3.091,354.77,0.1813,2457829.34,1.99e+03,0.0144,5.62,0.202,2.78,7.3e-07,7.8e-06,3.7e-07,1.1e-05,9.4e-05,1.2e-04,4.5e-05,1.3e-05,6.9e-07,1.8e-04,7.5e-03,.47336,1.5e-10,4.5e-11,,
"   73P/Schwassmann-Wachmann 3-A",0.6957,0.933,11.42,69.94,198.83,5.20,5.37,JFc,62,,,,,1003776,P,Y,,,,,,,,,,,"JPL 1",2450080.5,50080,1995-12-29.0,J2000,3.067,17.81,0.1835,2449983.43,1.96e+03,0.0446,17.4,0.203,2.78,5.9e-04,9.2e-03,9.8e-04,1.8e-04,1.0e-02,9.6e-02,8.6e-02,1.6e-02,8.2e-04,3.4e-02,8.8e+00,.81945,,,,
"   73P/Schwassmann-Wachmann 3-B",0.6933,0.939,11.40,69.89,198.80,5.18,5.36,JFc,1484,1.5e-08,2.0e-09,,,1000320,P,Y,15.2,,8.,,,,,,,,"JPL K061/24",2453880.5,53880,2006-05-25.0,J2000,3.062,357.44,0.184,2453894.42,1.96e+03,0.0407,15.8,,2.78,4.2e-07,3.9e-06,1.0e-07,6.0e-06,1.7e-05,2.5e-05,4.1e-06,6.6e-06,3.5e-07,1.1e-05,3.8e-03,.91193,1.3e-10,1.5e-12,,
"   73P/Schwassmann-Wachmann 3-C",0.6922,0.943,11.38,69.84,198.87,5.18,5.36,JFc,3223,6.5e-09,4.8e-10,,-12.2,1000081,P,Y,13.2,,9.,,,,,,,,"JPL K114/1",2455980.5,55980,2012-02-23.0,J2000,3.063,23.73,0.1838,2455851.40,1.96e+03,0.0384,14.9,0.206,2.78,1.2e-07,2.8e-07,4.5e-07,3.0e-06,1.1e-05,2.6e-05,2.0e-05,4.7e-07,2.5e-08,9.2e-05,2.7e-04,.85683,3.7e-11,1.6e-11,,0.394
"   73P/Schwassmann-Wachmann 3-E",0.6939,0.937,11.41,69.92,198.77,5.19,5.36,JFc,129,1.7e-08,5.8e-09,,,1000324,P,Y,10.4,,15.0,,,,,,,,"JPL K013/11",2451920.5,51920,2001-01-11.0,J2000,3.062,356.79,0.1839,2451937.95,1.96e+03,0.041,16,,2.78,8.2e-07,8.8e-06,1.2e-06,2.8e-05,2.0e-04,3.0e-04,2.8e-05,1.5e-05,7.9e-07,2.1e-04,8.5e-03,1.2335,2.9e-10,1.0e-12,,
"   73P/Schwassmann-Wachmann 3-G",0.6934,0.939,11.39,69.91,198.77,5.19,5.36,JFc,551,,,,,1002326,P,Y,16.8,18.0,8.0,5.0,,,,,,,"JPL 19",2453839.5,53839,2006-04-14.0,J2000,3.063,349.87,0.1838,2453894.60,1.96e+03,0.0405,15.8,,2.78,2.0e-05,2.0e-04,7.4e-07,1.4e-04,4.6e-04,5.0e-04,1.0e-03,3.3e-04,1.8e-05,1.9e-04,1.9e-01,.97447,,,,
"   73P/Schwassmann-Wachmann 3-H",0.6936,0.939,11.39,69.91,198.77,5.19,5.37,JFc,112,,,,,1002327,P,Y,20.2,21.7,8.0,5.0,,,,,,,"JPL 14",2453839.5,53839,2006-04-14.0,J2000,3.065,349.85,0.1837,2453894.78,1.96e+03,0.0406,15.8,,2.78,3.5e-05,3.5e-04,2.1e-06,2.9e-04,3.9e-04,3.4e-04,1.8e-03,5.9e-04,3.1e-05,3.1e-04,3.3e-01,.87905,,,,
"   73P/Schwassmann-Wachmann 3-J",0.6915,0.939,11.38,69.83,198.87,5.15,5.31,JFc,42,,,,,1002336,P,Y,,,,,,,,,,,"JPL 3",2453815.5,53815,2006-03-21.0,J2000,3.044,345.31,0.1856,2453894.65,1.94e+03,0.0407,15.8,,2.79,3.9e-04,4.1e-03,1.0e-04,1.9e-03,2.4e-02,3.1e-02,3.0e-02,6.9e-03,3.8e-04,3.4e-03,3.9e+00,.86056,,,,
"   73P/Schwassmann-Wachmann 3-K",0.6935,0.939,11.39,69.90,198.79,5.19,5.36,JFc,42,,,,,1002332,P,Y,20.9,,10.0,,,,,,,,"JPL 4",2453839.5,53839,2006-04-14.0,J2000,3.064,349.85,0.1837,2453894.72,1.96e+03,0.0406,15.8,,2.78,1.8e-04,1.9e-03,1.6e-05,1.0e-03,7.9e-03,9.2e-03,9.5e-03,3.1e-03,1.7e-04,1.5e-03,1.8e+00,.90696,,,,
"   73P/Schwassmann-Wachmann 3-L",0.6947,0.939,11.40,69.94,198.75,5.21,5.4,JFc,39,,,,,1002334,P,Y,20.9,21.7,10.0,5.0,,,,,,,"JPL 7",2453839.5,53839,2006-04-14.0,J2000,3.076,349.89,0.1827,2453894.83,1.97e+03,0.0407,15.8,,2.78,7.9e-05,7.9e-04,2.9e-06,5.5e-04,1.9e-03,2.0e-03,4.0e-03,1.3e-03,7.0e-05,7.0e-04,7.6e-01,1.2502,,,,
"   73P/Schwassmann-Wachmann 3-M",0.6939,0.939,11.39,69.91,198.78,5.20,5.37,JFc,73,,,,,1002331,P,Y,21.0,21.8,15.0,5.0,,,,,,,"JPL 11",2453839.5,53839,2006-04-14.0,J2000,3.068,349.87,0.1834,2453894.76,1.96e+03,0.0406,15.8,,2.78,2.7e-04,2.7e-03,1.0e-05,2.0e-03,5.2e-03,5.1e-03,1.4e-02,4.6e-03,2.4e-04,2.4e-03,2.6e+00,.87669,,,,
"   73P/Schwassmann-Wachmann 3-N",0.6923,0.939,11.38,69.90,198.76,5.17,5.33,JFc,133,,,,,1002338,P,Y,20.4,21.2,10.0,5.0,,,,,,,"JPL 14",2453839.5,53839,2006-04-14.0,J2000,3.052,349.79,0.1848,2453894.77,1.95e+03,0.0405,15.8,,2.79,1.2e-04,1.2e-03,6.2e-06,1.0e-03,1.8e-03,1.6e-03,6.2e-03,2.0e-03,1.1e-04,1.0e-03,1.2e+00,1.1812,,,,
"   73P/Schwassmann-Wachmann 3-P",0.6956,0.939,11.41,69.96,198.72,5.23,5.42,JFc,55,,,,,1002335,P,Y,,,,,,,,,,,"JPL 7",2453839.5,53839,2006-04-14.0,J2000,3.085,350.02,0.1819,2453894.35,1.98e+03,0.0407,15.8,,2.77,6.4e-04,6.5e-03,1.1e-05,4.3e-03,1.7e-02,1.9e-02,3.2e-02,1.1e-02,5.7e-04,5.6e-03,6.2e+00,1.1,,,,
"   73P/Schwassmann-Wachmann 3-Q",0.6986,0.940,11.42,70.14,198.50,5.30,5.51,JFc,37,,,,,1002333,P,Y,21.5,,7.5,,,,,,,,"JPL 3",2453839.5,53839,2006-04-14.0,J2000,3.118,350.21,0.179,2453894.18,2.01e+03,0.0407,15.9,,2.75,5.9e-03,6.3e-02,3.7e-04,3.6e-02,2.2e-01,2.5e-01,3.0e-01,1.1e-01,5.4e-03,5.0e-02,6.1e+01,.74508,,,,
"   73P/Schwassmann-Wachmann 3-R",0.6941,0.939,11.39,69.91,198.77,5.20,5.38,JFc,280,,,,,1002339,P,Y,19.2,20.0,8.0,5.0,,,,,,,"JPL 15",2453839.5,53839,2006-04-14.0,J2000,3.07,349.89,0.1832,2453894.68,1.96e+03,0.0406,15.8,,2.78,1.2e-04,1.2e-03,5.8e-06,9.6e-04,1.7e-03,1.5e-03,5.9e-03,2.0e-03,1.0e-04,9.9e-04,1.1e+00,1.0588,,,,
"   73P/Schwassmann-Wachmann 3-S",0.6934,1.022,11.05,81.99,181.56,5.65,6.09,JFc,11,,,,,1002340,P,Y,21.1,,15.0,,,,,,,,"JPL 2",2453839.5,53839,2006-04-14.0,J2000,3.334,350.97,0.1619,2453895.26,2.22e+03,0.00735,2.86,,2.69,1.2e-01,1.4e+00,3.8e-02,8.2e-01,6.9e+00,8.9e+00,5.8e+00,2.4e+00,1.0e-01,4.8e-01,1.4e+03,.74496,,,,
"   73P/Schwassmann-Wachmann 3-T",0.6930,0.940,11.40,69.89,198.81,5.18,5.35,JFc,44,,,,,1002341,P,Y,14.1,,41.75,,,,,,,,"JPL 6",2454375.5,54375,2007-10-02.0,J2000,3.061,88.38,0.1841,2453895.36,1.96e+03,0.0398,15.5,0.211,2.78,1.2e-06,2.8e-07,3.8e-06,1.2e-04,1.1e-03,1.3e-03,3.1e-05,4.8e-07,2.5e-08,2.1e-04,2.7e-04,.97579,,,,
"   73P/Schwassmann-Wachmann 3-U",0.6894,0.939,11.36,69.83,198.84,5.11,5.26,JFc,21,,,,,1002342,P,Y,,,,,,,,,,,"JPL 2",2453839.5,53839,2006-04-14.0,J2000,3.024,349.50,0.1874,2453895.54,1.92e+03,0.0403,15.7,,2.8,2.4e-03,2.4e-02,2.0e-04,1.5e-02,1.0e-01,1.2e-01,1.3e-01,4.0e-02,2.2e-03,1.2e-02,2.3e+01,.79728,,,,
"   73P/Schwassmann-Wachmann 3-V",0.6935,0.920,11.57,66.63,203.11,5.08,5.2,JFc,11,,,,,1002343,P,Y,21.8,,10.,,,,,,,,"JPL 3",2453824.5,53824,2006-03-30.0,J2000,3.002,346.61,0.1895,2453895.16,1.9e+03,0.0434,16.9,0.321,2.81,1.9e-02,2.0e-01,5.3e-03,1.2e-01,1.2e+00,1.5e+00,1.3e+00,3.3e-01,1.8e-02,1.5e-01,1.9e+02,1.2157,,,,
"   73P/Schwassmann-Wachmann 3-W",0.6983,0.939,11.42,70.04,198.63,5.29,5.49,JFc,15,,,,,1002344,P,Y,23.2,,4.5,,,,,,,,"JPL 4",2453834.5,53834,2006-04-09.0,J2000,3.112,349.15,0.1795,2453894.96,2.01e+03,0.0407,15.8,0.169,2.76,9.5e-04,9.8e-03,2.1e-05,6.2e-03,3.0e-02,3.2e-02,5.3e-02,1.7e-02,8.5e-04,6.8e-03,9.5e+00,1.072,,,,
"   73P/Schwassmann-Wachmann 3-X",0.6954,0.939,11.40,69.94,198.74,5.23,5.41,JFc,38,,,,,1002345,P,Y,21.7,,10.0,,,,,,,,"JPL 8",2453838.5,53838,2006-04-13.0,J2000,3.083,349.70,0.1821,2453895.05,1.98e+03,0.0406,15.8,0.192,2.77,2.0e-04,2.0e-03,1.2e-05,1.7e-03,2.1e-03,1.7e-03,1.0e-02,3.4e-03,1.8e-04,1.6e-03,1.9e+00,1.1347,,,,
"   73P/Schwassmann-Wachmann 3-Y",0.7181,0.939,11.55,70.63,198.01,5.72,6.08,JFc,15,,,,,1002346,P,Y,23.8,,4.5,,,,,,,,"JPL 4",2453828.5,53828,2006-04-03.0,J2000,3.332,349.21,0.1621,2453895.10,2.22e+03,0.0422,16.4,0.0478,2.65,2.2e-03,2.6e-02,1.1e-05,1.4e-02,6.6e-02,6.8e-02,1.3e-01,4.5e-02,1.9e-03,1.4e-02,2.6e+01,.9853,,,,
"   73P/Schwassmann-Wachmann 3-Z",0.6934,0.942,11.34,70.58,197.91,5.20,5.39,JFc,16,,,,,1002348,P,Y,22.2,,10.,,,,,,,,"JPL 3",2453830.5,53830,2006-04-05.0,J2000,3.073,348.24,0.1829,2453894.81,1.97e+03,0.0402,15.6,0.186,2.78,2.5e-02,2.6e-01,1.5e-03,1.6e-01,9.5e-01,1.1e+00,1.5e+00,4.4e-01,2.3e-02,1.7e-01,2.5e+02,.89191,,,,
"   73P/Schwassmann-Wachmann 3-AA",0.6806,0.939,11.30,69.57,199.11,4.94,5.04,JFc,36,,,,,1002349,P,Y,,,,,,,,,,,"JPL 3",2453839.5,53839,2006-04-14.0,J2000,2.941,349.02,0.1954,2453895.67,1.84e+03,0.0398,15.5,,2.85,2.1e-03,1.9e-02,5.2e-05,1.6e-02,5.1e-02,5.0e-02,1.1e-01,3.3e-02,1.9e-03,1.4e-02,1.8e+01,.77729,,,,
"   73P/Schwassmann-Wachmann 3-AB",0.6912,0.939,11.37,69.86,198.82,5.14,5.31,JFc,35,,,,,1002350,P,Y,,,,,,,,,,,"JPL 4",2453856.5,53856,2006-05-01.0,J2000,3.042,352.81,0.1858,2453895.21,1.94e+03,0.0406,15.8,,2.79,4.5e-04,4.3e-03,2.7e-05,3.9e-03,5.0e-03,4.0e-03,1.6e-02,7.3e-03,4.0e-04,3.5e-03,4.1e+00,.68441,,,,
"   73P/Schwassmann-Wachmann 3-AC",0.6954,0.939,11.41,69.93,198.75,5.23,5.41,JFc,45,,,,,1002351,P,Y,,,,,,,,,,,"JPL 5",2453856.5,53856,2006-05-01.0,J2000,3.083,352.96,0.1821,2453895.18,1.98e+03,0.0408,15.9,,2.77,4.6e-04,4.5e-03,2.4e-05,3.8e-03,6.2e-03,5.4e-03,1.6e-02,7.7e-03,4.0e-04,3.5e-03,4.4e+00,.86617,,,,
"   73P/Schwassmann-Wachmann 3-AD",0.6934,0.941,11.37,70.22,198.37,5.19,5.37,JFc,11,,,,,1002352,P,Y,,,,,,,,,,,"JPL 2",2453839.5,53839,2006-04-14.0,J2000,3.068,349.79,0.1834,2453895.18,1.96e+03,0.0404,15.7,,2.78,9.5e-02,9.5e-01,2.3e-03,6.4e-01,3.0e+00,3.2e+00,4.9e+00,1.6e+00,8.5e-02,6.0e-01,9.1e+02,.75665,,,,
"   73P/Schwassmann-Wachmann 3-AE",0.6967,0.939,11.41,69.97,198.71,5.25,5.45,JFc,43,,,,,1002353,P,Y,,,,,,,,,,,"JPL 5",2453839.5,53839,2006-04-14.0,J2000,3.096,349.99,0.1809,2453894.83,1.99e+03,0.0408,15.9,,2.77,2.0e-03,2.0e-02,4.8e-05,1.5e-02,4.3e-02,4.3e-02,9.9e-02,3.4e-02,1.7e-03,1.5e-02,1.9e+01,.99587,,,,
"   73P/Schwassmann-Wachmann 3-AF",0.6763,0.941,11.24,69.85,198.72,4.87,4.96,JFc,25,,,,,1002354,P,Y,,,,,,,,,,,"JPL 1",2453839.5,53839,2006-04-14.0,J2000,2.908,349.26,0.1988,2453893.51,1.81e+03,0.0394,15.3,,2.87,2.3e-02,2.0e-01,5.0e-04,1.6e-01,6.1e-01,6.7e-01,1.2e+00,3.4e-01,2.1e-02,2.3e-01,1.9e+02,.78961,,,,
"   73P/Schwassmann-Wachmann 3-AG",0.6958,0.939,11.41,69.96,198.71,5.23,5.42,JFc,79,,,,,1002355,P,Y,,,,,,,,,,,"JPL 4",2453839.5,53839,2006-04-14.0,J2000,3.087,349.82,0.1817,2453895.50,1.98e+03,0.0408,15.9,,2.77,7.0e-04,7.0e-03,3.1e-05,5.6e-03,1.2e-02,1.1e-02,3.5e-02,1.2e-02,6.2e-04,4.8e-03,6.7e+00,.84388,,,,
"   73P/Schwassmann-Wachmann 3-AH",0.6934,0.943,11.33,70.71,197.74,5.21,5.39,JFc,19,,,,,1002356,P,Y,,,,,,,,,,,"JPL 3",2453839.5,53839,2006-04-14.0,J2000,3.075,349.83,0.1828,2453895.13,1.97e+03,0.0402,15.6,,2.78,4.2e-02,4.2e-01,2.2e-03,2.8e-01,1.5e+00,1.6e+00,2.1e+00,7.1e-01,3.8e-02,2.6e-01,4.1e+02,.99185,,,,
"   73P/Schwassmann-Wachmann 3-AI",0.6982,0.939,11.43,69.97,198.73,5.28,5.49,JFc,17,,,,,1002357,P,Y,21.3,,10.0,,,,,,,,"JPL 7",2453836.5,53836,2006-04-11.0,J2000,3.111,349.45,0.1797,2453895.20,2e+03,0.0407,15.8,0.172,2.76,3.6e-03,3.7e-02,1.9e-04,2.9e-02,5.0e-02,4.4e-02,1.9e-01,6.3e-02,3.2e-03,3.0e-02,3.6e+01,.81916,,,,
"   73P/Schwassmann-Wachmann 3-AJ",0.6624,0.941,11.14,69.39,199.21,4.63,4.65,JFc,19,,-1.2e-06,,,1002358,P,Y,21.3,,10.0,,,,,,,,"JPL 3",2453833.5,53833,2006-04-08.0,J2000,2.786,346.88,0.2119,2453895.42,1.7e+03,0.0387,15.1,0.572,2.94,4.6e-02,3.7e-01,1.8e-03,3.7e-01,8.7e-01,8.0e-01,2.7e+00,6.2e-01,4.2e-02,3.4e-01,3.4e+02,.45324,,3.5e-07,,
